layer,position,neuron,attribution,edge_in_count,edge_in_weight_signed,edge_in_weight_abs,edge_out_count,edge_out_weight_signed,edge_out_weight_abs,necessity_dMargin,necessity_fraction,necessity_sigma,sufficiency_dS,sufficiency_sigma,intervention_position_collapsed,is_bottleneck_candidate,is_super_weight,role
1,1,2427,0.4228187561035156,2,-4530.0,4530.0,85,-8.798797845840454,48.845030069351196,2.5,0.17482517482517482,44.21296899480175,-0.03125,-0.6706039691660933,True,True,True,
0,1,491,0.37744140625,0,0.0,0.0,87,-3566.082491159439,3599.2580664157867,-0.5250000000000004,-0.03671328671328673,-9.445699494375901,0.01875000000000071,1.519123277090579,True,True,True,
31,40,7873,-0.30390625,29,-1.0914150327444077,3.212785169482231,0,0.0,0.0,-0.4875000000000007,-0.03409090909090914,-8.78050938913817,0.01249999999999929,1.2454073713084366,True,True,False,
29,40,1878,0.24850997924804688,22,-2.0229425728321075,5.843638122081757,33,-1.291701391339302,2.4326386153697968,0.23749999999999893,0.01660839160839153,4.07983264545812,1.5562500000000004,68.85323609948229,True,True,False,
29,43,1878,0.2271728515625,45,-1.2265000641345978,7.0507021844387054,14,0.8361339569091797,2.7120838165283203,0.23749999999999893,0.01660839160839153,4.07983264545812,1.5562500000000004,68.85323609948229,True,True,False,
31,43,7873,-0.226025390625,63,2.019737556576729,2.7248284071683884,0,0.0,0.0,-0.4875000000000007,-0.03409090909090914,-8.78050938913817,0.01249999999999929,1.2454073713084366,True,True,False,
31,43,3309,0.22109375,63,0.8041539341211319,3.905958652496338,0,0.0,0.0,0.7999999999999989,0.05594405594405587,14.057684224024213,0.8125,36.28104331141473,True,True,False,
26,42,11984,-0.1978515625,29,-1.690188243985176,3.9712726771831512,35,-3.3503191471099854,4.593958854675293,-0.21250000000000036,-0.014860139860139884,-3.90244861739474,-1.3625000000000007,-58.97209190074919,True,True,False,
31,42,7873,-0.18359375,48,-0.26151929795742035,2.109320640563965,0,0.0,0.0,-0.4875000000000007,-0.03409090909090914,-8.78050938913817,0.01249999999999929,1.2454073713084366,True,True,False,
29,42,1878,0.1743438720703125,36,-3.134543150663376,9.896455511450768,23,1.009599208831787,3.526024341583252,0.23749999999999893,0.01660839160839153,4.07983264545812,1.5562500000000004,68.85323609948229,True,True,False,
31,44,3309,0.165625,70,0.6127200648188591,1.810441069304943,0,0.0,0.0,0.7999999999999989,0.05594405594405587,14.057684224024213,0.8125,36.28104331141473,True,True,False,
31,40,3309,0.165234375,29,-1.2932213246822357,3.3370324671268463,0,0.0,0.0,0.7999999999999989,0.05594405594405587,14.057684224024213,0.8125,36.28104331141473,True,True,False,
31,40,9503,0.162890625,29,4.471115879714489,5.2972385957837105,0,0.0,0.0,0.6749999999999989,0.047202797202797124,11.840383873231747,0.25,11.646611791027512,True,True,False,
24,42,2598,0.1625,25,-2.0684517323970795,2.1922943741083145,39,1.00418221950531,4.798191666603088,0.5250000000000004,0.03671328671328673,9.179623452280815,1.7874999999999996,78.98072461341921,True,True,False,
0,1,8268,0.1624603271484375,0,0.0,0.0,87,-1475.9925923347473,1489.5400013923645,-0.20000000000000107,-0.01398601398601406,-3.680718582315506,-0.03125,-0.6706039691660933,True,True,True,
31,43,9503,0.1615234375,63,3.170760355889797,4.044641800224781,0,0.0,0.0,0.6749999999999989,0.047202797202797124,11.840383873231747,0.25,11.646611791027512,True,True,False,
30,40,8662,0.15677471160888673,24,5.804075196385384,6.850039020180702,18,-0.9009580761194229,0.953244224190712,0.9749999999999996,0.06818181818181815,17.161904715133677,0.037499999999999645,2.3402709944367728,True,True,False,
31,42,3309,0.154296875,48,0.2907573953270912,4.112422876060009,0,0.0,0.0,0.7999999999999989,0.05594405594405587,14.057684224024213,0.8125,36.28104331141473,True,True,False,
29,40,4918,-0.150933837890625,22,1.792944349348545,1.8898383155465126,33,0.3209596052765846,0.4076995924115181,-0.4375,-0.030594405594405592,-7.89358924882117,-0.025000000000000355,-0.3968880633840287,True,True,False,
29,44,1878,0.147265625,53,-0.9487895742058754,3.368368186056614,4,-0.21181106567382812,0.21181106567382812,0.23749999999999893,0.01660839160839153,4.07983264545812,1.5562500000000004,68.85323609948229,True,True,False,
21,40,3057,-0.1465972900390625,14,-3.0779570639133453,3.530235856771469,68,0.3413246348500252,0.8563736006617546,-0.33750000000000036,-0.023601398601398624,-6.119748968187205,-0.04374999999999929,-1.2180357807302225,True,True,False,
24,42,1619,-0.14635009765625,25,-9.718971714377403,10.160528406500816,39,-0.8130204677581787,5.001244783401489,0.01249999999999929,0.0008741258741258244,0.0886920140316904,-2.59375,-112.89412533981896,True,True,False,
24,43,2598,0.139794921875,27,-0.3592334985733032,1.027517482638359,25,0.7967296838760376,3.177554726600647,0.5250000000000004,0.03671328671328673,9.179623452280815,1.7874999999999996,78.98072461341921,True,True,False,
22,42,3319,0.13927001953125,20,-2.4570419937372208,2.7468063980340958,46,-2.696949601173401,6.382821440696716,0.08750000000000036,0.006118881118881143,1.419072224507188,1.6999999999999993,75.14870193247008,True,True,False,
26,43,11984,-0.13675537109375,33,-0.022365309298038483,2.0601578280329704,22,-0.4519309997558594,1.4360847473144531,-0.21250000000000036,-0.014860139860139884,-3.90244861739474,-1.3625000000000007,-58.97209190074919,True,True,False,
30,42,7352,0.1359375,39,-0.6330576390028,1.7387801855802536,13,-0.001352459192276001,0.037987738847732544,0.01249999999999929,0.0008741258741258244,0.0886920140316904,0.0,0.6979755597443075,True,True,False,
9,22,12002,-0.1341064453125,5,-7.177978515625,7.177978515625,82,0.4326290637254715,3.2006792575120926,-0.3125,-0.021853146853146852,-5.676288898028705,-0.21250000000000036,-8.608365236846433,True,True,False,
24,40,1619,-0.13105316162109376,17,-0.36185403168201447,0.9017858952283859,54,0.022826924920082092,2.449336960911751,0.01249999999999929,0.0008741258741258244,0.0886920140316904,-2.59375,-112.89412533981896,True,True,False,
30,43,2653,-0.126300048828125,50,0.5585527792572975,4.094216324388981,8,-0.004881381988525391,0.07328271865844727,-0.037499999999999645,-0.0026223776223775973,-0.7982281262852766,-1.3937500000000007,-60.340671429659594,True,True,False,
24,43,1619,-0.126220703125,28,-3.0088874101638794,4.349139630794525,25,-1.7529163360595703,5.059804916381836,0.01249999999999929,0.0008741258741258244,0.0886920140316904,-2.59375,-112.89412533981896,True,True,False,
11,38,4258,0.1257080078125,9,2.0198623538017273,2.068076431751251,77,-0.4786006808280945,2.0954284071922302,2.6624999999999996,0.18618881118881114,47.09545945083195,0.15625,7.540873204296312,True,True,False,
30,42,4128,0.1240234375,39,-0.7228157818317413,1.4489743560552597,13,-0.04164259135723114,0.08979766070842743,0.23749999999999893,0.01660839160839153,4.07983264545812,-0.006249999999999645,0.42425965396224286,True,True,False,
30,40,864,-0.12215766906738282,24,0.24469246715307236,0.6936530247330666,18,-1.1555170863866806,1.1577124446630478,-0.28749999999999964,-0.02010489510489508,-5.232828827870206,0.01249999999999929,1.2454073713084366,True,True,False,
24,40,2598,0.11796493530273437,17,-0.10411381721496582,0.5015790462493896,54,0.20577328652143478,2.55759609490633,0.5250000000000004,0.03671328671328673,9.179623452280815,1.7874999999999996,78.98072461341921,True,True,False,
30,43,4128,0.1134765625,50,-0.44380638003349304,0.8464445471763611,8,-0.015297889709472656,0.05446147918701172,0.23749999999999893,0.01660839160839153,4.07983264545812,-0.006249999999999645,0.42425965396224286,True,True,False,
20,42,9928,0.1130859375,16,1.9997986927628517,2.109107129275799,52,-2.5114827156066895,9.695086002349854,-0.012500000000001066,-0.0008741258741259486,-0.35476805612680884,1.4562500000000007,64.47378160696901,True,True,False,
28,43,6305,0.1105926513671875,37,-2.5511676222085953,3.983472600579262,16,-0.016147390007972717,0.9861776679754257,0.28749999999999964,0.02010489510489508,4.96675278577512,1.0437499999999993,46.408531825351666,True,True,False,
31,42,9503,0.11044921875,48,6.065762273967266,7.168855167925358,0,0.0,0.0,0.6749999999999989,0.047202797202797124,11.840383873231747,0.25,11.646611791027512,True,True,False,
22,43,11137,-0.1099609375,22,-3.9297564402222633,4.595965422689915,29,0.09426307678222656,3.307107925415039,-0.08750000000000036,-0.006118881118881143,-1.6851482666022752,-0.43125000000000036,-18.18842193921924,True,True,False,
28,44,2876,0.1068359375,42,-0.5365602448582649,0.7565542384982109,5,-0.17116546630859375,0.1811981201171875,0.11249999999999893,0.007867132867132792,1.862532294665656,0.03125,2.066555088654708,True,True,False,
21,42,3057,-0.105731201171875,17,-2.4212793111801147,2.866288423538208,50,0.08305412530899048,1.250172197818756,-0.33750000000000036,-0.023601398601398624,-6.119748968187205,-0.04374999999999929,-1.2180357807302225,True,True,False,
31,44,9503,0.103515625,73,1.0167319476604462,1.322249412536621,0,0.0,0.0,0.6749999999999989,0.047202797202797124,11.840383873231747,0.25,11.646611791027512,True,True,False,
28,44,545,-0.10234375,42,-1.0016860738396645,2.1957757249474525,5,0.17064666748046875,0.32129669189453125,-0.05000000000000071,-0.003496503496503546,-1.019958161364542,-0.7375000000000007,-31.60050132254118,True,True,False,
11,36,4258,0.101873779296875,9,2.268312990665436,2.2854694724082947,77,-0.048785530030727386,1.2020892426371574,2.6624999999999996,0.18618881118881114,47.09545945083195,0.15625,7.540873204296312,True,True,False,
28,43,545,-0.0974853515625,38,-1.37186648696661,7.483555294573307,16,-0.1376338005065918,1.2806286811828613,-0.05000000000000071,-0.003496503496503546,-1.019958161364542,-0.7375000000000007,-31.60050132254118,True,True,False,
